drugbank_id,name,smiles,type
DB20733,Balazipone,CC(=O)C(=CC1=CC=CC(=C1)C#N)C(C)=O,small molecule
DB20734,Fosarilate,CCOP(=O)(CCCCCCOC1=C(Cl)C=C(OC)C=C1)OCC,small molecule
DB20735,Methaniazide,OS(=O)(=O)CNNC(=O)C1=CC=NC=C1,small molecule
DB20736,Goxalapladib,COCCN1CCC(CC1)N(CC1=CC=C(C=C1)C1=CC=C(C=C1)C(F)(F)F)C(=O)CN1C(CCC2=CC=CC(F)=C2F)=CC(=O)C2=CC=CN=C12,small molecule
DB20737,Usmarapride,COCCCN1CCC(CC1)C1=NN=C(O1)C1=NN(C(C)C)C2=CC=CC=C12,small molecule
DB20738,Terbucromil,CC(C)(C)C1=CC(=C2OC(=CC(=O)C2=C1)C(O)=O)C(C)(C)C,small molecule
DB20739,Xenipentone,CC(=O)\C=C(/C)C1=CC=C(C=C1)C1=CC=CC=C1,small molecule
DB20740,Benzoxiquine,O=C(OC1=C2N=CC=CC2=CC=C1)C1=CC=CC=C1,small molecule
DB20741,Forminitrazole,[O-][N+](=O)C1=CN=C(NC=O)S1,small molecule
DB20742,Intriptyline,CN(C)CC#CC=C1C2=CC=CC=C2C=CC2=C1C=CC=C2,small molecule
DB20743,Flosulide,CS(=O)(=O)NC1=CC2=C(C=C1OC1=CC=C(F)C=C1F)C(=O)CC2,small molecule
DB20744,Galdansetron,CN1C2=C(C3=CC=CC=C13)C(=O)[C@@H](CC1=C(C)NC=N1)CC2,small molecule
DB20745,Bamaluzole,CN1C=NC2=C(OCC3=CC=CC=C3Cl)N=CC=C12,small molecule
DB20746,Zaprinast,CCCOC1=CC=CC=C1C1=NC2=C(N=NN2)C(=O)N1,small molecule
DB20747,Cicliomenol,CC1=C(I)C(C)=C(C2CCCCC2)C(O)=C1,small molecule
DB20748,Goralatide,CC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(O)=O,small molecule
DB20749,Tibenelast,CCOC1=C(OCC)C=C2C=C(SC2=C1)C(O)=O,small molecule
DB20750,Lexipafant,CCOC(=O)[C@H](CC(C)C)N(C)S(=O)(=O)C1=CC=C(CN2C(C)=NC3=CN=CC=C23)C=C1,small molecule
DB20751,Dacopafant,NC(=O)C1=C2CS[C@@H](N2C=C1)C1=CN=CC=C1,small molecule
DB20752,Pamufetinib,CNC(=O)C1=CC2=C(OC3=CC=C(NC(=S)NC(=O)CC4=CC=CC=C4)C=C3F)C=CN=C2C=C1OC,small molecule
DB20753,Aranotin,[H][C@@]12[C@@H](O)C=COC=C1C[C@@]13SS[C@]4(CC5=COC=C[C@H](OC(C)=O)[C@@]5([H])N4C1=O)C(=O)N23,small molecule
DB20754,Naftalofos,CCOP(=O)(OCC)ON1C(=O)C2=CC=CC3=CC=CC(C1=O)=C23,small molecule
DB20755,Clodacaine,CCN(CC)CCN(CC)CC(=O)NC1=C(Cl)C=CC=C1,small molecule
DB20756,Caracemide,CNC(=O)ON(C(C)=O)C(=O)NC,small molecule
DB20757,Alloclamide,CCN(CC)CCNC(=O)C1=C(OCC=C)C=C(Cl)C=C1,small molecule
DB20758,Liroldine,FC1=C(NC2=NCCC2)C=CC(=C1)C1=CC(F)=C(NC2=NCCC2)C=C1,small molecule
DB20759,Vapiprost,O[C@H]1C[C@H](OCC2=CC=C(C=C2)C2=CC=CC=C2)[C@H](CC\C=C/CCC(O)=O)[C@H]1N1CCCCC1,small molecule
DB20760,Icoduline,CC1=CC=C(NC2=NC=CS2)C(O)=C1,small molecule
DB20761,Pelretin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C1=CC=C(C=C1)C(O)=O,small molecule
DB20762,Enpromate,O=C(NC1CCCCC1)OC(C#C)(C1=CC=CC=C1)C1=CC=CC=C1,small molecule
DB20763,Defoslimod,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H](O)[C@H]2NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)O[C@H]1COP(O)(O)=O,small molecule
DB20764,Traxanox,ClC1=C2OC3=NC=CC=C3C(=O)C2=CC(=C1)C1=NN=NN1,small molecule
DB20765,Propyperone,CCC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1,small molecule
DB20766,Isbogrel,OC(=O)CCCC\C=C(/C1=CC=CC=C1)C1=CN=CC=C1,small molecule
DB20767,Salafibrate,CC(=O)OC1=C(C=CC=C1)C(=O)OC(COC(=O)C(C)(C)OC1=CC=C(Cl)C=C1)COC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,small molecule
DB20768,Telmapitant,C[C@@H](OC[C@]1(CC[C@]2(CN1)NC(=O)NC2=O)C1=CC=CC=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,small molecule
DB20769,Elinafide,O=C1N(CCNCCCNCCN2C(=O)C3=CC=CC4=CC=CC(C2=O)=C34)C(=O)C2=C3C(C=CC=C13)=CC=C2,small molecule
DB20770,Metesculetol,CC1=CC(=O)OC2=CC(O)=C(OCC(O)=O)C=C12,small molecule
DB20771,Pexantel,CN1CCN(CC1)C(=O)C1CCCCC1,small molecule
DB20772,Piroxicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)NC1=CNC(NC2=CC=C(C=C2)S(N)(=O)=O)=NC1=O)C1=CC=C(O)C=C1)C(O)=O,small molecule
DB20773,Tioxamast,CCOC(=O)C(=O)NC1=NC(=CS1)C1=CC=C(OC)C=C1,small molecule
DB20774,Simtrazene,CN(\N=N\N(C)C1=CC=CC=C1)C1=CC=CC=C1,small molecule
DB20775,Furobufen,OC(=O)CCC(=O)C1=CC2=C(OC3=C2C=CC=C3)C=C1,small molecule
DB20776,Actarit,CC(=O)NC1=CC=C(CC(O)=O)C=C1,small molecule
DB20777,Cefaparole,[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,small molecule
DB20778,Bromerguride,[H][C@@]12CC3=C(Br)NC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC,small molecule
DB20779,Iomethin I-125,CN(C)CCCNC1=C2C=CC([125I])=CC2=NC=C1,small molecule
DB20780,Nafimidone,O=C(CN1C=CN=C1)C1=CC2=CC=CC=C2C=C1,small molecule
DB20781,Dieldrin,[H][C@@]12O[C@]1([H])[C@@H]1C[C@H]2[C@]2([H])[C@@]1([H])[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,small molecule
DB20782,Flunidazole,OCCN1C(=CN=C1C1=CC=C(F)C=C1)[N+]([O-])=O,small molecule
DB20783,Tosulur,COCCOC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,small molecule
DB20784,Deloxolone,[H][C@@]1(CC[C@]2(C)C3=CC[C@]4([H])[C@]5([H])C[C@](C)(CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@]2([H])C1(C)C)C(O)=O)OC(=O)CCC(O)=O,small molecule
DB20785,Guanoctine,CC(C)(C)CC(C)(C)NC(N)=N,small molecule
DB20786,Icofungipen,N[C@H]1CC(=C)C[C@H]1C(O)=O,small molecule
DB20787,Zankiren,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC1=CSC=N1)NC(=O)[C@H](CC1=CC=CC=C1)CS(=O)(=O)N1CCN(C)CC1,small molecule
DB20788,Diamocaine,CCN(CC)CCOC1(CCN(CCNC2=CC=CC=C2)CC1)C1=CC=CC=C1,small molecule
DB20789,Melogliptin,F[C@H]1C[C@@H](C#N)N(C1)C(=O)CN[C@@H]1CC[C@H](CN2C=NC=N2)C1,small molecule
DB20790,Romergoline,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN1CC(=O)NC(=O)C1)CN2C,small molecule
DB20791,Ornoprostil,CCCC[C@H](C)C[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CC(=O)CCCCC(=O)OC,small molecule
DB20792,Gapromidine,N=C(NCCCC1=CNC=N1)NCCNC1=CC=CC=N1,small molecule
DB20793,Zilantel,CCOP(=O)(OCC)\N=C(\SCCS\C(SCC1=CC=CC=C1)=N/P(=O)(OCC)OCC)SCC1=CC=CC=C1,small molecule
DB20794,Susalimod,CC1=C(NS(=O)(=O)C2=CC=C(C=C2)C#CC2=CC(C(O)=O)=C(O)C=C2)N=CC=C1,small molecule
DB20795,Aronixil,CC1=CC=CC(NC2=CC(Cl)=NC(NCC(O)=O)=N2)=C1C,small molecule
DB20796,Cloflucarban,FC(F)(F)C1=C(Cl)C=CC(NC(=O)NC2=CC=C(Cl)C=C2)=C1,small molecule
DB20797,Fandofloxacin,CN1CCN(CC1)C1=C(F)C=C2C(=C1)N(C=C(C(O)=O)C2=O)C1=CC=C(F)C=N1,small molecule
DB20798,Peratizole,CC1=NC(C)=C(CCCCN2CCN(CC2)C2=NC(C)=CS2)S1,small molecule
DB20799,Zibrofusidic acid,[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC(Br)=C(C)C)C(O)=O,small molecule
DB20800,Parapropamol,CCC(=O)NC1=CC=C(O)C=C1,small molecule
DB20801,Minesapride,COC1=C(C=C(Cl)C(N)=C1)C(=O)NC[C@H]1CN(CC2CCN(CC2)C(=O)CO)CCO1,small molecule
DB20802,Alpidem,CCCN(CCC)C(=O)CC1=C(N=C2C=CC(Cl)=CN12)C1=CC=C(Cl)C=C1,small molecule
DB20803,Delmetacin,CC1=C(CC(O)=O)C2=CC=CC=C2N1C(=O)C1=CC=CC=C1,small molecule
DB20804,Fluzinamide,CNC(=O)N1CC(C1)OC1=CC(=CC=C1)C(F)(F)F,small molecule
DB20805,Ambamustine,CCOC(=O)[C@H](CCSC)NC(=O)[C@H](CC1=CC(=CC=C1)N(CCCl)CCCl)NC(=O)[C@@H](N)CC1=CC=C(F)C=C1,small molecule
DB20806,Metipirox,CC1=CC(=O)N(O)C(C)=C1,small molecule
DB20807,Moxicoumone,CC1=CC(=O)OC2=CC(OCCN3CCOCC3)=CC(OCCN3CCOCC3)=C12,small molecule
DB20808,Dexclamol,[H][C@]12C[C@](O)(CCN1C[C@]1([H])C3=C(CCC4=C1C2=CC=C4)C=CC=C3)C(C)C,small molecule
DB20809,Neutramycin,[H][C@@]1(O[C@H]2CC[C@](C)(O)C(=O)\C=C\[C@@H]3O[C@H]3[C@H](CO[C@@H]3O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]3OC)[C@@H](C)OC(=O)\C=C\[C@@H]2C)O[C@H](C)C[C@H](OC)[C@H]1O,small molecule
DB20810,Pibrozelesin,COC(=O)C1=C(C)NC2=C(OC(=O)N3CCN(C)CC3)C=C3N(C[C@@H](CBr)C3=C12)C(=O)C1=CC2=CC(OC)=C(OC)C(OC)=C2N1,small molecule
DB20811,Ataquimast,CCN1C(=O)C(NC)=NC2=CC=CC=C12,small molecule
DB20812,Nebentan,COC1=C(OC2=C(NS(=O)(=O)\C=C\C3=CC=CC=C3)N=C(N=C2OC)C2=NC=CC=N2)C=CC=C1,small molecule
DB20813,Diarbarone,CCN(CC)CCNC(=O)C1=C(O)C2=CC=CC=C2OC1=O,small molecule
DB20814,Mefeclorazine,COC1=C(OC)C=C(CCN2CCN(CC2)C2=C(Cl)C=CC=C2)C=C1,small molecule
DB20815,Tulopafant,O=C(NC1=CC(=CC=C1)C(=O)C1=CC=CC=C1)C1=C2CS[C@@H](N2C=C1)C1=CN=CC=C1,small molecule
DB20816,Zelandopam,OC1=CC=C(C=C1O)[C@@H]1CNCC2=C(O)C(O)=CC=C12,small molecule
DB20817,Prazocillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)C=NN1C1=C(Cl)C=CC=C1Cl)C(O)=O,small molecule
DB20818,Vintoperol,[H][C@]12N(CCC[C@]1(CC)CO)CCC1=C2NC2=CC=CC=C12,small molecule
DB20819,Flunamine,NCCOC(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,small molecule
DB20820,Minamestane,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=C(N)C(=O)C=C[C@]12C,small molecule
DB20821,Bicozamycin,C[C@](O)(CO)[C@H](O)[C@@]12NC(=O)[C@@](O)(NC1=O)C(=C)CCO2,small molecule
DB20822,Tomicorat,COC1=CC(OC(=O)C2=CC=CO2)=CC=C1C1=C(COC2=C(C)C=CC(F)=C2)C2=C(NC(C)(C)C=C2C)C=C1,small molecule
DB20823,Dazidamine,CN(C)CCCSC1=C2C=CC=CC2=NN1CC1=CC=CC=C1,small molecule
DB20824,Clopirac,CC1=CC(CC(O)=O)=C(C)N1C1=CC=C(Cl)C=C1,small molecule
DB20825,Spiromustine,ClCCN(CCCl)CCN1C(=O)NC2(CCCCC2)C1=O,small molecule
DB20826,Nimidane,CC1=CC(Cl)=CC=C1N=C1SCS1,small molecule
DB20827,Zinoconazole,ClC1=CC=C(S1)C(\CN1C=CN=C1)=N\NC1=C(Cl)C=CC=C1Cl,small molecule
DB20828,Indopine,C(CC1=CNC2=CC=CC=C12)C1CCN(CCC2=CC=CC=C2)CC1,small molecule
DB20829,Lauroguadine,CCCCCCCCCCCCOC1=C(NC(N)=N)C=C(NC(N)=N)C=C1,small molecule
DB20830,Apafant,CC1=NN=C2CN=C(C3=C(SC(CCC(=O)N4CCOCC4)=C3)N12)C1=C(Cl)C=CC=C1,small molecule
DB20831,Iopydone,IC1=CNC=C(I)C1=O,small molecule
DB20832,Taltobulin,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](\C=C(/C)C(O)=O)C(C)C)C(C)(C)C)C(C)(C)C1=CC=CC=C1,small molecule
DB20833,Fuzlocillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(\N=C\C2=CC=CO2)C1=O)C1=CC=C(O)C=C1)C(O)=O,small molecule
DB20834,Xylocoumarol,CC1=CC(=CC(C)=C1)C1=C(O)C2=CC=CC=C2OC1=O,small molecule
DB20835,Manifaxine,C[C@@H]1CO[C@](O)([C@H](C)N1)C1=CC(F)=CC(F)=C1,small molecule
DB20836,Galosemide,CCC(=O)NS(=O)(=O)C1=CN=CC=C1NC1=CC=CC(=C1)C(F)(F)F,small molecule
DB20837,Pimetine,CN(C)CCN1CCC(CC2=CC=CC=C2)CC1,small molecule
DB20838,Mimbane,[H][C@@]12CCCC[C@@]1([H])C[C@]1([H])N(CCC3=C1N(C)C1=CC=CC=C31)C2,small molecule
DB20839,Tiviciclovir,NC1=NC2=C(N=CN2CC(CO)CO)C(=O)N1,small molecule
DB20840,Imitrodast,OC(=O)C1=CC2=C(CC1)C=C(CN1C=CN=C1)S2,small molecule
DB20841,Devazepide,CN1C2=C(C=CC=C2)C(=N[C@H](NC(=O)C2=CC3=CC=CC=C3N2)C1=O)C1=CC=CC=C1,small molecule
DB20842,Bucromarone,CCCCN(CCCC)CCCOC1=C(C)C=C(C=C1C)C(=O)C1=CC(=O)C2=CC=CC=C2O1,small molecule
DB20843,Furostilbestrol,CC\C(=C(\CC)C1=CC=C(OC(=O)C2=CC=CO2)C=C1)C1=CC=C(OC(=O)C2=CC=CO2)C=C1,small molecule
DB20844,Rotamicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)CC1=CC=C(C=C1)C1=NCCCN1)C1=CC=CC=C1)C(O)=O,small molecule
DB20845,Clamoxyquin,CCN(CC)CCCNCC1=C(O)C2=NC=CC=C2C(Cl)=C1,small molecule
DB20846,Fludalanine,[2H][C@@](N)(CF)C(O)=O,small molecule
DB20847,Dexoxadrol,[H][C@@]1(COC(O1)(C1=CC=CC=C1)C1=CC=CC=C1)[C@]1([H])CCCCN1,small molecule
DB20848,Propetandrol,[H][C@@]12CC[C@@](O)(CC)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(=O)CC)C=C3CC[C@@]21[H],small molecule
DB20849,Urefibrate,NC(=O)NC(=O)C(OC1=CC=C(Cl)C=C1)OC1=CC=C(Cl)C=C1,small molecule
DB20850,Meclorisone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](Cl)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,small molecule
DB20851,Tioperidone,CCCSC1=C(C=CC=C1)N1CCN(CCCCN2C(=O)NC3=CC=CC=C3C2=O)CC1,small molecule
DB20852,Metioprim,COC1=CC(CC2=C(N)N=C(N)N=C2)=CC(OC)=C1SC,small molecule
DB20853,Alifedrine,C[C@H](NCCC(=O)C1CCCCC1)[C@H](O)C1=CC=CC=C1,small molecule
DB20854,Voluloride,N[C@H](CCCCNC(N)=N)C(=O)NCCCN(CCCNC(=O)[C@H](N)CCCCNC(N)=N)CCOC1=CC=C(CCCCNC(=N)NC(=O)C2=C(N)N=C(N)C(Cl)=N2)C=C1,small molecule
DB20855,Strinoline,C1=CC2=C(C=C1)C1=C(C=N2)N=CN=N1,small molecule
DB20856,Mazokalim,CCOC(=O)CCCN1N=NN=C1C1=CC2=C(OC(C)(C)[C@@](C)(O)[C@@H]2OC2=NNC(=O)C=C2)C=C1,small molecule
DB20857,Sembragiline,CC(=O)N[C@@H]1CN(C(=O)C1)C1=CC=C(OCC2=CC(F)=CC=C2)C=C1,small molecule
DB20858,Norfloxacin succinil,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(CC1)C(=O)CCC(O)=O,small molecule
DB20859,Dimetridazole,CN1C(C)=NC=C1[N+]([O-])=O,small molecule
DB20860,Lotrifen,ClC1=CC=C(C=C1)C1=NN2C=CC3=C(C=CC=C3)C2=N1,small molecule
DB20861,Oxdralazine,NNC1=CC=C(N=N1)N(CCO)CCO,small molecule
DB20862,Esuprone,CCS(=O)(=O)OC1=CC=C2C(C)=C(C)C(=O)OC2=C1,small molecule
DB20863,Mirosamicin,[H][C@@]12O[C@@]1([H])[C@](O)(CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC)[C@@H](CC)OC(=O)\C=C\[C@H](C)[C@@H](O[C@]1([H])O[C@H](C)C[C@@H]([C@H]1O)N(C)C)[C@@H](C)C[C@@H](C)C(=O)\C=C\2,small molecule
DB20864,Beciparcil,O[C@@H]1CS[C@@H](SC2=CC=C(C=C2)C#N)[C@H](O)[C@H]1O,small molecule
DB20865,Clanfenur,CN(C)C1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1,small molecule
DB20866,Lanproston,O[C@H]1C[C@@H](O)[C@H](\C=C\C2(COC3=CC(Cl)=CC=C3)OCCO2)[C@H]1C\C=C/CCCC(O)=O,small molecule
DB20867,Opiniazide,COC1=C(OC)C(C(O)=O)=C(\C=N\NC(=O)C2=CC=NC=C2)C=C1,small molecule
DB20868,Glyclopyramide,ClC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCC1,small molecule
DB20869,Didrovaltrate,[H][C@]12C[C@H](OC(C)=O)[C@]3(CO3)[C@@]1([H])[C@H](OC(=O)CC(C)C)OC=C2COC(=O)CC(C)C,small molecule
DB20870,Benderizine,COC1=C(OC)C=C(C[C@]2(C)CN(CCN2C)C(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,small molecule
DB20871,Methylchromone,CC1=COC2=CC=CC=C2C1=O,small molecule
DB20872,Lotrafiban,CN1CC2=C(N[C@@H](CC(O)=O)C1=O)C=CC(=C2)C(=O)N1CCC(CC1)C1CCNCC1,small molecule
DB20873,Utibaprilat,C[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1N=C(S[C@H]1C(O)=O)C(C)(C)C,small molecule
DB20874,Cotriptyline,CN(C)CC(=O)C=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,small molecule
DB20875,Fantofarone,COC1=C(OC)C=C(CCN(C)CCCOC2=CC=C(C=C2)S(=O)(=O)C2=C3C=CC=CN3C=C2C(C)C)C=C1,small molecule
DB20876,Pinadoline,ClCCCCC(=O)NNC(=O)N1CC2=C(OC3=C1C=C(Cl)C=C3)C=CC=C2,small molecule
DB20877,Bucloxic acid,OC(=O)CCC(=O)C1=CC(Cl)=C(C=C1)C1CCCCC1,small molecule
DB20878,Furegrelate,OC(=O)C1=CC2=CC(CC3=CC=CN=C3)=CC=C2O1,small molecule
DB20879,Alpertine,CCOC(=O)C1=C(CCN2CCN(CC2)C2=CC=CC=C2)C2=CC(OC)=C(OC)C=C2N1,small molecule
DB20880,Ciprostene,[H][C@]12C\C(C[C@@]1(C)C[C@@H](O)[C@@H]2\C=C\[C@@H](O)CCCCC)=C\CCCC(O)=O,small molecule
DB20881,Ganfeborole,NC[C@H]1OB(O)C2=C(OCCO)C=CC(Cl)=C12,small molecule
DB20882,Nogalamycin,[H][C@@]12OC3=C4C(=O)C5=CC6=C([C@H](C[C@](C)(O)[C@@H]6C(=O)OC)O[C@@H]6O[C@@H](C)[C@H](OC)[C@@](C)(OC)[C@H]6OC)C(O)=C5C(=O)C4=C(O)C=C3[C@@](C)(O1)[C@H](O)[C@H]([C@@H]2O)N(C)C,small molecule
DB20883,Iralukast,CCCC1=C(OCCCC\C=C/C=C/[C@H](SC2=CC=C3C(=O)C=C(OC3=C2)C(O)=O)[C@H](O)C2=CC(=CC=C2)C(F)(F)F)C=CC(C(C)=O)=C1O,small molecule
DB20884,Mofloverine,COC1=CC(OC)=C(C(=O)OCCN2CCOCC2)C(OC)=C1,small molecule
DB20885,Pamaqueside,[H][C@]12C[C@@]3([H])[C@]4([H])CC[C@@]5([H])C[C@H](CC[C@]5(C)[C@@]4([H])C(=O)C[C@]3(C)[C@@]1([H])[C@H](C)[C@@]1(CC[C@@H](C)CO1)O2)O[C@]1([H])O[C@H](CO)[C@@H](O[C@]2([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,small molecule
DB20886,Enprazepine,CN(C)CCCN1CC2=C(C=CC=C2)C(=C)C2=C1C=CC=C2,small molecule
DB20887,Ersentilide,CS(=O)(=O)NC1=CC=C(OC[C@@H](O)CNCCOC2=CC=C(C=C2)N2C=CN=C2)C=C1,small molecule
DB20888,Delequamine,[H][C@]12CCCN([C@@]1([H])C[C@]1([H])N(CCC3=C1C=CC(OC)=C3)C2)S(C)(=O)=O,small molecule
DB20889,Valtrate,[H][C@]12[C@H](OC(=O)CC(C)C)OC=C(COC(C)=O)C1=C[C@H](OC(=O)CC(C)C)[C@]21CO1,small molecule
DB20890,Dutacatib,CN1CCN(CC1)C1=CC=C(C=C1)C(=O)NCC1=CN=C(N=C1NCC(C)(C)C)C#N,small molecule
DB20891,Aditeren,COC1=CC(CC2=C(N)N=C(N)N=C2)=CC(OC)=C1N,small molecule
DB20892,Tabimorelin,CNC(=O)[C@@H](CC1=CC=CC=C1)N(C)C(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)N(C)C(=O)\C=C\CC(C)(C)N,small molecule
DB20893,Triclacetamol,OC1=CC=C(NC(=O)C(Cl)(Cl)Cl)C=C1,small molecule
DB20894,Besigomsin,COC1=CC2=C(C(OC)=C1OC)C1=C(C[C@H](C)[C@@](C)(O)C2)C=C2OCOC2=C1OC,small molecule
DB20895,Duometacin,COC1=CC=C(C=C1)C(=O)C1=C(C)N(CC(O)=O)C2=CC(OC)=CC=C12,small molecule
DB20896,Ciprefadol,[H][C@@]12CCCC[C@]1(CCN(CC1CC1)C2)C1=CC=CC(O)=C1,small molecule
DB20897,Dimabefylline,CN(C)C1=CC=C(CN2C=NC3=C2C(=O)N(C)C(=O)N3C)C=C1,small molecule
DB20898,Siccanin,[H][C@]12OC[C@@]34CCCC(C)(C)[C@]3([H])CC[C@](C)(OC3=CC(C)=CC(O)=C13)[C@]24[H],small molecule
DB20899,Avosentan,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=NC=C(C)C=C2)N=C(N=C1OC)C1=CC=NC=C1,small molecule
DB20900,Xyloxemine,CN(C)CCOCCOC(C1=C(C)C=CC=C1C)C1=C(C)C=CC=C1C,small molecule
DB20901,Clometacin,COC1=CC=C2C(=C1)N(CC(O)=O)C(C)=C2C(=O)C1=CC=C(Cl)C=C1,small molecule
DB20902,Isoprazone,CC(C)C(=O)C1=C(C)NC(=C1N)C1=CC=CC=C1,small molecule
DB20903,Suloxifen,CCN(CC)CCN=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,small molecule
DB20904,Benoxafos,CCOP(=S)(OCC)SCC1=NC2=CC(Cl)=CC(Cl)=C2O1,small molecule
DB20905,Dabuzalgron,CC1=C(NS(C)(=O)=O)C(Cl)=CC=C1OCC1=NCCN1,small molecule
DB20906,Floredil,CCOC1=CC(OCCN2CCOCC2)=CC(OCC)=C1,small molecule
DB20907,Silicristin,COC1=C(O)C=CC(=C1)[C@@H]1OC2=C(C=C(C=C2O)[C@H]2OC3=C(C(O)=CC(O)=C3)C(=O)[C@@H]2O)[C@H]1CO,small molecule
DB20908,Tibric acid,C[C@H]1C[C@@H](C)CN(C1)S(=O)(=O)C1=CC(C(O)=O)=C(Cl)C=C1,small molecule
DB20909,Oxeglitazar,COC1=CC=C2OCC(C)(C)C=C(\C=C\C(\C)=C\C(O)=O)C2=C1,small molecule
DB20910,Rafabegron,C[C@H](CC1=CNC2=C(OCC(O)=O)C=CC=C12)NC[C@H](O)C1=CC(Cl)=CC=C1,small molecule
DB20911,Elnadipine,CC(C)OC(=O)C1=C(C)NC(C)=C([C@@H]1C1=C(Cl)C(Cl)=CC=C1)C1=NN=CO1,small molecule
DB20912,Enestebol,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)C=C[C@]12C,small molecule
DB20913,Nifurmazole,OCN1C(=O)CN(\N=C\C=C\C2=CC=C(O2)[N+]([O-])=O)C1=O,small molecule
DB20914,Tigolaner,CN1N=C(C(=C1N1C=C(C=N1)C1=CC(C(=O)NC2(CC2)C#N)=C(Cl)C=C1)C(F)(F)F)C(F)(F)C(F)(F)F,small molecule
DB20915,Ioxabrolic acid,CNC(=O)C1=C(Br)C(C(=O)NCC(=O)NC2=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C2I)=C(Br)C(N(C)C(C)=O)=C1Br,small molecule
DB20916,Cintirorgon,CC(C)(C[C@H]1CN(C2=C(O1)C=CC(=C2)C1=CC(OC(F)F)=CC(F)=C1)S(=O)(=O)C1=CC(=CC=C1)C(F)(F)F)C(O)=O,small molecule
DB20917,Moveltipril,C[C@H](CSC(=O)[C@@H](C)NC(=O)C1CCCCC1)C(=O)N1CCC[C@H]1C(O)=O,small molecule
DB20918,Alofanib,CC1=C(C=C(NS(=O)(=O)C2=CC=CC(=C2)C(O)=O)C(=C1)[N+]([O-])=O)C1=CN=CC=C1,small molecule
DB20919,Opanixil,CCN(C(=O)C1=CN=C(N=C1N)N1CC(C)(C)NC1=O)C1=CC(=CC=C1)C(F)(F)F,small molecule
DB20920,Benzotript,OC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)C1=CC=C(Cl)C=C1,small molecule
DB20921,Bemitradine,CCOCCC1=C(N=C(N)N2N=CN=C12)C1=CC=CC=C1,small molecule
